"COUNTYFP","TRACT","pm","label_cause","age_group_id","rr"
97,1400,15.8,"t2_dm","all ages",1.28918800426259
97,1501,14.5,"t2_dm","all ages",1.2771276306045
97,1502,12.67,"t2_dm","all ages",1.25093236074065
97,1600,11.92,"t2_dm","all ages",1.23674653713556
97,1700,13.24,"t2_dm","all ages",1.25093236074065
97,1800,11.31,"t2_dm","all ages",1.22180130281547
97,1901,11.1,"t2_dm","all ages",1.22180130281547
97,1902,11.57,"t2_dm","all ages",1.23674653713556
97,2000,13.22,"t2_dm","all ages",1.25093236074065
97,2100,14.55,"t2_dm","all ages",1.2771276306045
97,2200,14.46,"t2_dm","all ages",1.26438423733041
97,2301,13.94,"t2_dm","all ages",1.26438423733041
97,2302,14.21,"t2_dm","all ages",1.26438423733041
97,2400,16.22,"t2_dm","all ages",1.28918800426259
97,2501,16.08,"t2_dm","all ages",1.28918800426259
97,2502,15.12,"t2_dm","all ages",1.2771276306045
97,2600,16.02,"t2_dm","all ages",1.28918800426259
97,2700,16.37,"t2_dm","all ages",1.28918800426259
97,2800,16.09,"t2_dm","all ages",1.28918800426259
97,2900,16.36,"t2_dm","all ages",1.28918800426259
97,3000,14.51,"t2_dm","all ages",1.2771276306045
97,3100,14.94,"t2_dm","all ages",1.2771276306045
97,3202,14.98,"t2_dm","all ages",1.2771276306045
97,3203,14.83,"t2_dm","all ages",1.2771276306045
97,3204,15.87,"t2_dm","all ages",1.28918800426259
97,3205,15.42,"t2_dm","all ages",1.2771276306045
97,3301,14.72,"t2_dm","all ages",1.2771276306045
97,3302,14.9,"t2_dm","all ages",1.2771276306045
97,3402,14.11,"t2_dm","all ages",1.26438423733041
97,3404,14.26,"t2_dm","all ages",1.26438423733041
97,3405,13.84,"t2_dm","all ages",1.26438423733041
97,3406,14.07,"t2_dm","all ages",1.26438423733041
97,3407,13.54,"t2_dm","all ages",1.26438423733041
97,3408,13.63,"t2_dm","all ages",1.26438423733041
97,3501,14.18,"t2_dm","all ages",1.26438423733041
97,3502,14.12,"t2_dm","all ages",1.26438423733041
97,3602,13.92,"t2_dm","all ages",1.26438423733041
97,3605,14.12,"t2_dm","all ages",1.26438423733041
97,3606,14.3,"t2_dm","all ages",1.26438423733041
97,3607,14.8,"t2_dm","all ages",1.2771276306045
97,3608,13.74,"t2_dm","all ages",1.26438423733041
97,3703,14.65,"t2_dm","all ages",1.2771276306045
97,3704,15.19,"t2_dm","all ages",1.2771276306045
97,3705,14.45,"t2_dm","all ages",1.26438423733041
97,3706,14.4,"t2_dm","all ages",1.26438423733041
97,3707,15.24,"t2_dm","all ages",1.2771276306045
97,3708,13.91,"t2_dm","all ages",1.26438423733041
97,3709,13.86,"t2_dm","all ages",1.26438423733041
97,3710,14.17,"t2_dm","all ages",1.26438423733041
97,3800,13.56,"t2_dm","all ages",1.26438423733041
97,3901,15.47,"t2_dm","all ages",1.2771276306045
97,3902,15.28,"t2_dm","all ages",1.2771276306045
97,4000,16.42,"t2_dm","all ages",1.28918800426259
97,4100,16.1,"t2_dm","all ages",1.28918800426259
97,4200,15.91,"t2_dm","all ages",1.28918800426259
97,4300,15.26,"t2_dm","all ages",1.2771276306045
97,4400,15.38,"t2_dm","all ages",1.2771276306045
97,4500,15.2,"t2_dm","all ages",1.2771276306045
97,4600,16.22,"t2_dm","all ages",1.28918800426259
97,4700,16.22,"t2_dm","all ages",1.28918800426259
97,4800,14.78,"t2_dm","all ages",1.2771276306045
97,4900,14.7,"t2_dm","all ages",1.2771276306045
97,5000,14,"t2_dm","all ages",1.26438423733041
97,5100,13.82,"t2_dm","all ages",1.26438423733041
97,5200,15.31,"t2_dm","all ages",1.2771276306045
97,5300,13.4,"t2_dm","all ages",1.25093236074065
97,5400,13.95,"t2_dm","all ages",1.26438423733041
97,5500,14.27,"t2_dm","all ages",1.26438423733041
97,5600,13.73,"t2_dm","all ages",1.26438423733041
97,5700,13.91,"t2_dm","all ages",1.26438423733041
97,5800,13.93,"t2_dm","all ages",1.26438423733041
97,5900,13.42,"t2_dm","all ages",1.25093236074065
97,6000,13.45,"t2_dm","all ages",1.25093236074065
97,6102,13.01,"t2_dm","all ages",1.25093236074065
97,6103,13.48,"t2_dm","all ages",1.25093236074065
97,6104,13.34,"t2_dm","all ages",1.25093236074065
97,6105,13.36,"t2_dm","all ages",1.25093236074065
97,6200,13.06,"t2_dm","all ages",1.25093236074065
97,6301,12.63,"t2_dm","all ages",1.25093236074065
97,6302,13.27,"t2_dm","all ages",1.25093236074065
97,6401,13.25,"t2_dm","all ages",1.25093236074065
97,6402,13.68,"t2_dm","all ages",1.26438423733041
97,6403,13.64,"t2_dm","all ages",1.26438423733041
97,6404,13.72,"t2_dm","all ages",1.26438423733041
97,6405,14.02,"t2_dm","all ages",1.26438423733041
97,6500,13.31,"t2_dm","all ages",1.25093236074065
97,6600,12.6,"t2_dm","all ages",1.25093236074065
97,6700,13.28,"t2_dm","all ages",1.25093236074065
97,6801,13.49,"t2_dm","all ages",1.25093236074065
97,6802,14.03,"t2_dm","all ages",1.26438423733041
97,6901,13.73,"t2_dm","all ages",1.26438423733041
97,6902,13.96,"t2_dm","all ages",1.26438423733041
97,7000,12.78,"t2_dm","all ages",1.25093236074065
97,7101,13.55,"t2_dm","all ages",1.26438423733041
97,7102,12.99,"t2_dm","all ages",1.25093236074065
97,7103,12.09,"t2_dm","all ages",1.23674653713556
97,7200,11.88,"t2_dm","all ages",1.23674653713556
97,7300,13.08,"t2_dm","all ages",1.25093236074065
99,985600,14.6,"t2_dm","all ages",1.2771276306045
99,985700,14.81,"t2_dm","all ages",1.2771276306045
99,985800,14.56,"t2_dm","all ages",1.2771276306045
99,985900,14.61,"t2_dm","all ages",1.2771276306045
99,986000,14.51,"t2_dm","all ages",1.2771276306045
99,986100,14.17,"t2_dm","all ages",1.26438423733041
99,986200,14.55,"t2_dm","all ages",1.2771276306045
101,100,17.9,"t2_dm","all ages",1.31136153643126
101,200,17.63,"t2_dm","all ages",1.31136153643126
101,300,17.77,"t2_dm","all ages",1.31136153643126
101,400,17.09,"t2_dm","all ages",1.30059082200435
101,500,18.07,"t2_dm","all ages",1.31136153643126
101,600,17.48,"t2_dm","all ages",1.30059082200435
101,700,18.28,"t2_dm","all ages",1.31136153643126
101,900,17.22,"t2_dm","all ages",1.30059082200435
101,1000,18.07,"t2_dm","all ages",1.31136153643126
101,1100,18.31,"t2_dm","all ages",1.31136153643126
101,1200,18.27,"t2_dm","all ages",1.31136153643126
101,1300,17.56,"t2_dm","all ages",1.31136153643126
101,1400,17.04,"t2_dm","all ages",1.30059082200435
101,1500,18.05,"t2_dm","all ages",1.31136153643126
101,1600,18.16,"t2_dm","all ages",1.31136153643126
101,1700,17.84,"t2_dm","all ages",1.31136153643126
101,1800,17.52,"t2_dm","all ages",1.31136153643126
101,1900,17.78,"t2_dm","all ages",1.31136153643126
101,2000,17.98,"t2_dm","all ages",1.31136153643126
101,2100,17.48,"t2_dm","all ages",1.30059082200435
101,2201,18.12,"t2_dm","all ages",1.31136153643126
101,2202,17.67,"t2_dm","all ages",1.31136153643126
101,2300,17.52,"t2_dm","all ages",1.31136153643126
101,2400,17.44,"t2_dm","all ages",1.30059082200435
101,2500,17.65,"t2_dm","all ages",1.31136153643126
101,2600,18.42,"t2_dm","all ages",1.31136153643126
101,2700,17.77,"t2_dm","all ages",1.31136153643126
101,2800,18.76,"t2_dm","all ages",1.32152423808366
101,2900,17.86,"t2_dm","all ages",1.31136153643126
101,3000,17.01,"t2_dm","all ages",1.30059082200435
101,3100,17.84,"t2_dm","all ages",1.31136153643126
101,3200,17.09,"t2_dm","all ages",1.30059082200435
101,3301,18.32,"t2_dm","all ages",1.31136153643126
101,3302,18.03,"t2_dm","all ages",1.31136153643126
101,5101,16.58,"t2_dm","all ages",1.30059082200435
101,5102,16.88,"t2_dm","all ages",1.30059082200435
101,5301,17.72,"t2_dm","all ages",1.31136153643126
101,5302,17.9,"t2_dm","all ages",1.31136153643126
101,5401,16.37,"t2_dm","all ages",1.28918800426259
101,5402,18.01,"t2_dm","all ages",1.31136153643126
101,5403,17.62,"t2_dm","all ages",1.31136153643126
101,5405,17.84,"t2_dm","all ages",1.31136153643126
101,5406,16.79,"t2_dm","all ages",1.30059082200435
101,5500,16.66,"t2_dm","all ages",1.30059082200435
101,5601,16.4,"t2_dm","all ages",1.28918800426259
101,5602,16.77,"t2_dm","all ages",1.30059082200435
101,5603,16.7,"t2_dm","all ages",1.30059082200435
101,5604,16.32,"t2_dm","all ages",1.28918800426259
101,5700,15.41,"t2_dm","all ages",1.2771276306045
101,5800,15.56,"t2_dm","all ages",1.28918800426259
101,5901,16.46,"t2_dm","all ages",1.28918800426259
101,5902,16.79,"t2_dm","all ages",1.30059082200435
101,6000,16.7,"t2_dm","all ages",1.30059082200435
101,6100,17.45,"t2_dm","all ages",1.30059082200435
103,100,17.27,"t2_dm","all ages",1.30059082200435
103,200,16.1,"t2_dm","all ages",1.28918800426259
103,300,17.52,"t2_dm","all ages",1.31136153643126
103,400,17,"t2_dm","all ages",1.30059082200435
103,600,16.5,"t2_dm","all ages",1.30059082200435
103,700,16.96,"t2_dm","all ages",1.30059082200435
103,800,18.35,"t2_dm","all ages",1.31136153643126
103,900,18.38,"t2_dm","all ages",1.31136153643126
103,1000,17.68,"t2_dm","all ages",1.31136153643126
103,5101,15.86,"t2_dm","all ages",1.28918800426259
103,5102,16.66,"t2_dm","all ages",1.30059082200435
103,5103,16.43,"t2_dm","all ages",1.28918800426259
103,5104,17.36,"t2_dm","all ages",1.30059082200435
103,5105,16.56,"t2_dm","all ages",1.30059082200435
103,5200,16.25,"t2_dm","all ages",1.28918800426259
103,5301,16.64,"t2_dm","all ages",1.30059082200435
103,5302,16.94,"t2_dm","all ages",1.30059082200435
103,5303,17.39,"t2_dm","all ages",1.30059082200435
103,5304,16.67,"t2_dm","all ages",1.30059082200435
103,5404,16.1,"t2_dm","all ages",1.28918800426259
103,5405,16.43,"t2_dm","all ages",1.28918800426259
103,5500,15.97,"t2_dm","all ages",1.28918800426259
103,5600,15.36,"t2_dm","all ages",1.2771276306045
103,5700,15.64,"t2_dm","all ages",1.28918800426259
105,986800,15.7,"t2_dm","all ages",1.28918800426259
105,987000,15.45,"t2_dm","all ages",1.2771276306045
105,987100,16.04,"t2_dm","all ages",1.28918800426259
105,987200,15.93,"t2_dm","all ages",1.28918800426259
107,50000,15.7,"t2_dm","all ages",1.28918800426259
107,50100,15.09,"t2_dm","all ages",1.2771276306045
107,50200,14.53,"t2_dm","all ages",1.2771276306045
107,50300,14.61,"t2_dm","all ages",1.2771276306045
107,50400,15.06,"t2_dm","all ages",1.2771276306045
109,988600,14.82,"t2_dm","all ages",1.2771276306045
109,988700,15.07,"t2_dm","all ages",1.2771276306045
109,988800,14.91,"t2_dm","all ages",1.2771276306045
109,988900,15.18,"t2_dm","all ages",1.2771276306045
109,989000,15.33,"t2_dm","all ages",1.2771276306045
109,989100,15.01,"t2_dm","all ages",1.2771276306045
109,989200,15.24,"t2_dm","all ages",1.2771276306045
109,989300,15.05,"t2_dm","all ages",1.2771276306045
111,990100,15.66,"t2_dm","all ages",1.28918800426259
111,990200,15.5,"t2_dm","all ages",1.28918800426259
111,990300,15.74,"t2_dm","all ages",1.28918800426259
111,990400,15.78,"t2_dm","all ages",1.28918800426259
111,990500,16.04,"t2_dm","all ages",1.28918800426259
111,990600,15.87,"t2_dm","all ages",1.28918800426259
113,30200,18.84,"t2_dm","all ages",1.32152423808366
113,30300,18.03,"t2_dm","all ages",1.31136153643126
113,30400,17.32,"t2_dm","all ages",1.30059082200435
113,30500,16.88,"t2_dm","all ages",1.30059082200435
113,30600,16.72,"t2_dm","all ages",1.30059082200435
113,30700,18.45,"t2_dm","all ages",1.31136153643126
113,30800,17.61,"t2_dm","all ages",1.31136153643126
113,30901,16.14,"t2_dm","all ages",1.28918800426259
113,30902,16.05,"t2_dm","all ages",1.28918800426259
113,31000,15.74,"t2_dm","all ages",1.28918800426259
113,31100,15.54,"t2_dm","all ages",1.28918800426259
113,31200,15.63,"t2_dm","all ages",1.28918800426259
115,40101,16.02,"t2_dm","all ages",1.28918800426259
115,40102,16,"t2_dm","all ages",1.28918800426259
115,40201,16.49,"t2_dm","all ages",1.28918800426259
115,40202,15.56,"t2_dm","all ages",1.28918800426259
115,40203,16.31,"t2_dm","all ages",1.28918800426259
115,40300,15.97,"t2_dm","all ages",1.28918800426259
115,40400,16.13,"t2_dm","all ages",1.28918800426259
115,40501,15.71,"t2_dm","all ages",1.28918800426259
115,40502,16.05,"t2_dm","all ages",1.28918800426259
117,30100,16.7,"t2_dm","all ages",1.30059082200435
117,30202,16.42,"t2_dm","all ages",1.28918800426259
117,30203,15.93,"t2_dm","all ages",1.28918800426259
117,30204,15.97,"t2_dm","all ages",1.28918800426259
117,30205,17.06,"t2_dm","all ages",1.30059082200435
117,30303,17.46,"t2_dm","all ages",1.30059082200435
117,30304,17.66,"t2_dm","all ages",1.31136153643126
117,30305,17.32,"t2_dm","all ages",1.30059082200435
117,30306,18.09,"t2_dm","all ages",1.31136153643126
117,30307,16.13,"t2_dm","all ages",1.28918800426259
117,30312,16.68,"t2_dm","all ages",1.30059082200435
117,30313,17.43,"t2_dm","all ages",1.30059082200435
117,30314,19.09,"t2_dm","all ages",1.32152423808366
117,30315,17.68,"t2_dm","all ages",1.31136153643126
117,30316,17.83,"t2_dm","all ages",1.31136153643126
117,30317,18.25,"t2_dm","all ages",1.31136153643126
117,30318,18.29,"t2_dm","all ages",1.31136153643126
117,30319,18.36,"t2_dm","all ages",1.31136153643126
117,30320,17.56,"t2_dm","all ages",1.31136153643126
117,30330,17.18,"t2_dm","all ages",1.30059082200435
117,30331,16.8,"t2_dm","all ages",1.30059082200435
117,30403,16.47,"t2_dm","all ages",1.28918800426259
117,30404,16.89,"t2_dm","all ages",1.30059082200435
117,30500,17,"t2_dm","all ages",1.30059082200435
117,30604,17.15,"t2_dm","all ages",1.30059082200435
117,30605,17.22,"t2_dm","all ages",1.30059082200435
117,30607,17.38,"t2_dm","all ages",1.30059082200435
117,30608,17.36,"t2_dm","all ages",1.30059082200435
117,30609,16.76,"t2_dm","all ages",1.30059082200435
117,30701,16.99,"t2_dm","all ages",1.30059082200435
117,30702,17,"t2_dm","all ages",1.30059082200435
117,30800,16.81,"t2_dm","all ages",1.30059082200435
119,991100,14.6,"t2_dm","all ages",1.2771276306045
119,991200,14.9,"t2_dm","all ages",1.2771276306045
119,991300,14.98,"t2_dm","all ages",1.2771276306045
119,991500,14.55,"t2_dm","all ages",1.2771276306045
119,991600,14.16,"t2_dm","all ages",1.26438423733041
121,10100,16.23,"t2_dm","all ages",1.28918800426259
121,10200,16.14,"t2_dm","all ages",1.28918800426259
121,10300,15.91,"t2_dm","all ages",1.28918800426259
121,10400,15.64,"t2_dm","all ages",1.28918800426259
121,10500,16.58,"t2_dm","all ages",1.30059082200435
121,10600,16.61,"t2_dm","all ages",1.30059082200435
121,10700,16.72,"t2_dm","all ages",1.30059082200435
121,10900,17.1,"t2_dm","all ages",1.30059082200435
121,11000,16.34,"t2_dm","all ages",1.28918800426259
121,11100,16.09,"t2_dm","all ages",1.28918800426259
121,11200,16.1,"t2_dm","all ages",1.28918800426259
121,11300,16.8,"t2_dm","all ages",1.30059082200435
121,11400,16.54,"t2_dm","all ages",1.30059082200435
121,11500,16.48,"t2_dm","all ages",1.28918800426259
121,11600,15.9,"t2_dm","all ages",1.28918800426259
121,11700,16.77,"t2_dm","all ages",1.30059082200435
121,11800,17.58,"t2_dm","all ages",1.31136153643126
121,11900,17.64,"t2_dm","all ages",1.31136153643126
121,12000,16.03,"t2_dm","all ages",1.28918800426259
123,991900,15.96,"t2_dm","all ages",1.28918800426259
123,992000,16.13,"t2_dm","all ages",1.28918800426259
123,992100,15.81,"t2_dm","all ages",1.28918800426259
123,992200,16.34,"t2_dm","all ages",1.28918800426259
123,992300,16.44,"t2_dm","all ages",1.28918800426259
123,992400,15.6,"t2_dm","all ages",1.28918800426259
123,992500,16.09,"t2_dm","all ages",1.28918800426259
123,992600,15.28,"t2_dm","all ages",1.2771276306045
123,992700,15.68,"t2_dm","all ages",1.28918800426259
125,10101,17.15,"t2_dm","all ages",1.30059082200435
125,10102,16.67,"t2_dm","all ages",1.30059082200435
125,10103,16.06,"t2_dm","all ages",1.28918800426259
125,10201,16.18,"t2_dm","all ages",1.28918800426259
125,10202,16.29,"t2_dm","all ages",1.28918800426259
125,10203,16.76,"t2_dm","all ages",1.30059082200435
125,10204,16.65,"t2_dm","all ages",1.30059082200435
125,10301,15.93,"t2_dm","all ages",1.28918800426259
125,10302,15.82,"t2_dm","all ages",1.28918800426259
125,10303,15.89,"t2_dm","all ages",1.28918800426259
125,10403,18.11,"t2_dm","all ages",1.31136153643126
125,10404,18.57,"t2_dm","all ages",1.32152423808366
125,10405,16.97,"t2_dm","all ages",1.30059082200435
125,10406,17.29,"t2_dm","all ages",1.30059082200435
125,10407,17.96,"t2_dm","all ages",1.31136153643126
125,10500,16.74,"t2_dm","all ages",1.30059082200435
125,10601,16.33,"t2_dm","all ages",1.28918800426259
125,10602,15.76,"t2_dm","all ages",1.28918800426259
125,10701,15.76,"t2_dm","all ages",1.28918800426259
125,10702,16.02,"t2_dm","all ages",1.28918800426259
125,10703,16,"t2_dm","all ages",1.28918800426259
125,10802,16.58,"t2_dm","all ages",1.30059082200435
125,10803,16.6,"t2_dm","all ages",1.30059082200435
125,10804,17.09,"t2_dm","all ages",1.30059082200435
125,11200,18.04,"t2_dm","all ages",1.31136153643126
125,11400,18.24,"t2_dm","all ages",1.31136153643126
125,11600,18.5,"t2_dm","all ages",1.32152423808366
125,11701,18.05,"t2_dm","all ages",1.31136153643126
125,11703,16.72,"t2_dm","all ages",1.30059082200435
125,11800,17.85,"t2_dm","all ages",1.31136153643126
125,11900,17.92,"t2_dm","all ages",1.31136153643126
125,12000,17.83,"t2_dm","all ages",1.31136153643126
125,12100,17.14,"t2_dm","all ages",1.30059082200435
125,12303,17.04,"t2_dm","all ages",1.30059082200435
125,12304,17.12,"t2_dm","all ages",1.30059082200435
125,12305,16.45,"t2_dm","all ages",1.28918800426259
125,12403,17.41,"t2_dm","all ages",1.30059082200435
125,12404,17.36,"t2_dm","all ages",1.30059082200435
125,12405,18.15,"t2_dm","all ages",1.31136153643126
125,12501,16.67,"t2_dm","all ages",1.30059082200435
125,12502,16.63,"t2_dm","all ages",1.30059082200435
125,12503,16.23,"t2_dm","all ages",1.28918800426259
125,12600,17.68,"t2_dm","all ages",1.31136153643126
125,12700,16.74,"t2_dm","all ages",1.30059082200435
125,12800,16.93,"t2_dm","all ages",1.30059082200435
127,20100,16.67,"t2_dm","all ages",1.30059082200435
127,20200,16.81,"t2_dm","all ages",1.30059082200435
127,20300,16.81,"t2_dm","all ages",1.30059082200435
127,20400,17.28,"t2_dm","all ages",1.30059082200435
127,20600,16.95,"t2_dm","all ages",1.30059082200435
127,20700,16.68,"t2_dm","all ages",1.30059082200435
127,20800,16.08,"t2_dm","all ages",1.28918800426259
127,20900,16.12,"t2_dm","all ages",1.28918800426259
127,21000,15.84,"t2_dm","all ages",1.28918800426259
127,21100,15.42,"t2_dm","all ages",1.2771276306045
127,21200,16.17,"t2_dm","all ages",1.28918800426259
127,21300,16.47,"t2_dm","all ages",1.28918800426259
127,21400,17.03,"t2_dm","all ages",1.30059082200435
127,21500,16.76,"t2_dm","all ages",1.30059082200435
127,21600,16.61,"t2_dm","all ages",1.30059082200435
127,21700,16.6,"t2_dm","all ages",1.30059082200435
127,21800,17.15,"t2_dm","all ages",1.30059082200435
127,21900,16.57,"t2_dm","all ages",1.30059082200435
129,993900,13.96,"t2_dm","all ages",1.26438423733041
129,994000,14.32,"t2_dm","all ages",1.26438423733041
129,994100,14.47,"t2_dm","all ages",1.26438423733041
129,994200,14.23,"t2_dm","all ages",1.26438423733041
129,994300,13.67,"t2_dm","all ages",1.26438423733041
131,994700,15.41,"t2_dm","all ages",1.2771276306045
131,994800,15.06,"t2_dm","all ages",1.2771276306045
131,994900,15.07,"t2_dm","all ages",1.2771276306045
131,995000,14.68,"t2_dm","all ages",1.2771276306045
131,995100,14.95,"t2_dm","all ages",1.2771276306045
133,995500,15.11,"t2_dm","all ages",1.2771276306045
133,995600,15.37,"t2_dm","all ages",1.2771276306045
133,995700,14.67,"t2_dm","all ages",1.2771276306045
133,995800,14.84,"t2_dm","all ages",1.2771276306045
133,995900,15.12,"t2_dm","all ages",1.2771276306045
1,20100,16.71,"cvd_ihd","25",1.55994587716779
1,20200,17.19,"cvd_ihd","25",1.55994587716779
1,20300,16.92,"cvd_ihd","25",1.55994587716779
1,20400,16.99,"cvd_ihd","25",1.55994587716779
1,20500,16.56,"cvd_ihd","25",1.55994587716779
1,20600,16.81,"cvd_ihd","25",1.55994587716779
1,20700,16.41,"cvd_ihd","25",1.53200951071063
1,20800,16.38,"cvd_ihd","25",1.53200951071063
1,20900,15.87,"cvd_ihd","25",1.53200951071063
1,21000,16.37,"cvd_ihd","25",1.53200951071063
1,21100,16.61,"cvd_ihd","25",1.55994587716779
3,10100,14.35,"cvd_ihd","25",1.47441558759826
3,10200,14.13,"cvd_ihd","25",1.47441558759826
3,10300,14.24,"cvd_ihd","25",1.47441558759826
3,10400,13.84,"cvd_ihd","25",1.47441558759826
3,10500,14.14,"cvd_ihd","25",1.47441558759826
3,10600,13.98,"cvd_ihd","25",1.47441558759826
3,10701,15.95,"cvd_ihd","25",1.53200951071063
3,10703,13.75,"cvd_ihd","25",1.47441558759826
3,10704,13.74,"cvd_ihd","25",1.47441558759826
3,10705,12.99,"cvd_ihd","25",1.44473597099006
3,10800,12.98,"cvd_ihd","25",1.44473597099006
3,10901,13.59,"cvd_ihd","25",1.47441558759826
3,10902,13.57,"cvd_ihd","25",1.47441558759826
3,11000,13.73,"cvd_ihd","25",1.47441558759826
3,11100,13.31,"cvd_ihd","25",1.44473597099006
3,11201,12.79,"cvd_ihd","25",1.44473597099006
3,11202,11.9,"cvd_ihd","25",1.41445321104518
3,11300,12.26,"cvd_ihd","25",1.41445321104518
3,11401,13.51,"cvd_ihd","25",1.47441558759826
3,11403,13.38,"cvd_ihd","25",1.44473597099006
3,11404,11.21,"cvd_ihd","25",1.38355627778711
3,11500,14.48,"cvd_ihd","25",1.47441558759826
3,11600,12.95,"cvd_ihd","25",1.44473597099006
5,950100,15.3,"cvd_ihd","25",1.50350309084629
5,950200,14.37,"cvd_ihd","25",1.47441558759826
5,950300,14.55,"cvd_ihd","25",1.50350309084629
5,950400,14.9,"cvd_ihd","25",1.50350309084629
5,950500,14.67,"cvd_ihd","25",1.50350309084629
5,950600,14.56,"cvd_ihd","25",1.50350309084629
5,950700,14.56,"cvd_ihd","25",1.50350309084629
5,950800,14.63,"cvd_ihd","25",1.50350309084629
5,950900,15.23,"cvd_ihd","25",1.50350309084629
7,10000,15.75,"cvd_ihd","25",1.53200951071063
7,10100,15.57,"cvd_ihd","25",1.53200951071063
7,10200,16.03,"cvd_ihd","25",1.53200951071063
9,50101,15.29,"cvd_ihd","25",1.50350309084629
9,50102,15.97,"cvd_ihd","25",1.53200951071063
9,50200,16.83,"cvd_ihd","25",1.55994587716779
9,50300,15.94,"cvd_ihd","25",1.53200951071063
9,50400,15.9,"cvd_ihd","25",1.53200951071063
9,50500,16.33,"cvd_ihd","25",1.53200951071063
9,50600,16.74,"cvd_ihd","25",1.55994587716779
9,50700,16.6,"cvd_ihd","25",1.55994587716779
11,952100,15.35,"cvd_ihd","25",1.50350309084629
11,952200,15.6,"cvd_ihd","25",1.53200951071063
11,952300,15.88,"cvd_ihd","25",1.53200951071063
11,952400,14.76,"cvd_ihd","25",1.50350309084629
13,952700,15.14,"cvd_ihd","25",1.50350309084629
13,952800,15.67,"cvd_ihd","25",1.53200951071063
13,952900,15.18,"cvd_ihd","25",1.50350309084629
13,953000,15.12,"cvd_ihd","25",1.50350309084629
13,953100,15.17,"cvd_ihd","25",1.50350309084629
13,953200,15.22,"cvd_ihd","25",1.50350309084629
13,953300,15.08,"cvd_ihd","25",1.50350309084629
13,953400,15.05,"cvd_ihd","25",1.50350309084629
13,953500,15.22,"cvd_ihd","25",1.50350309084629
15,100,16.84,"cvd_ihd","25",1.55994587716779
15,200,16.04,"cvd_ihd","25",1.53200951071063
15,300,17.39,"cvd_ihd","25",1.55994587716779
15,400,16.67,"cvd_ihd","25",1.55994587716779
15,500,17.44,"cvd_ihd","25",1.55994587716779
15,600,16.7,"cvd_ihd","25",1.55994587716779
15,800,17.29,"cvd_ihd","25",1.55994587716779
15,900,15.81,"cvd_ihd","25",1.53200951071063
15,1000,16.73,"cvd_ihd","25",1.55994587716779
15,1100,16.71,"cvd_ihd","25",1.55994587716779
15,1200,16.05,"cvd_ihd","25",1.53200951071063
15,1300,15.51,"cvd_ihd","25",1.53200951071063
15,1400,16.72,"cvd_ihd","25",1.55994587716779
15,1500,16.23,"cvd_ihd","25",1.53200951071063
15,1600,16.78,"cvd_ihd","25",1.55994587716779
15,1700,16.7,"cvd_ihd","25",1.55994587716779
15,1800,16.56,"cvd_ihd","25",1.55994587716779
15,1900,15.08,"cvd_ihd","25",1.50350309084629
15,2000,15.89,"cvd_ihd","25",1.53200951071063
15,2101,17.58,"cvd_ihd","25",1.58732322019427
15,2102,16.36,"cvd_ihd","25",1.53200951071063
15,2103,16.97,"cvd_ihd","25",1.55994587716779
15,2200,16.27,"cvd_ihd","25",1.53200951071063
15,2300,17.06,"cvd_ihd","25",1.55994587716779
15,2400,16.99,"cvd_ihd","25",1.55994587716779
15,2501,17.02,"cvd_ihd","25",1.55994587716779
15,2502,16.9,"cvd_ihd","25",1.55994587716779
15,2600,16.09,"cvd_ihd","25",1.53200951071063
17,953800,16.15,"cvd_ihd","25",1.53200951071063
17,953900,15.57,"cvd_ihd","25",1.53200951071063
17,954000,15.44,"cvd_ihd","25",1.50350309084629
17,954200,15.29,"cvd_ihd","25",1.50350309084629
17,954300,15.26,"cvd_ihd","25",1.50350309084629
17,954400,16.1,"cvd_ihd","25",1.53200951071063
17,954500,15.67,"cvd_ihd","25",1.53200951071063
17,954600,16.3,"cvd_ihd","25",1.53200951071063
17,954700,15.54,"cvd_ihd","25",1.53200951071063
19,955700,16.08,"cvd_ihd","25",1.53200951071063
19,955800,16.24,"cvd_ihd","25",1.53200951071063
19,955900,17.11,"cvd_ihd","25",1.55994587716779
19,956000,16.63,"cvd_ihd","25",1.55994587716779
19,956100,16.59,"cvd_ihd","25",1.55994587716779
21,60101,16.07,"cvd_ihd","25",1.53200951071063
21,60102,16.37,"cvd_ihd","25",1.53200951071063
21,60200,16.21,"cvd_ihd","25",1.53200951071063
21,60300,16.68,"cvd_ihd","25",1.55994587716779
21,60401,16.21,"cvd_ihd","25",1.53200951071063
21,60402,16.45,"cvd_ihd","25",1.53200951071063
21,60500,16.33,"cvd_ihd","25",1.53200951071063
21,60600,16.22,"cvd_ihd","25",1.53200951071063
21,60700,15.93,"cvd_ihd","25",1.53200951071063
23,956700,14.42,"cvd_ihd","25",1.47441558759826
23,956800,14.31,"cvd_ihd","25",1.47441558759826
23,956900,14.06,"cvd_ihd","25",1.47441558759826
23,957000,14,"cvd_ihd","25",1.47441558759826
25,957500,14.37,"cvd_ihd","25",1.47441558759826
25,957600,14.51,"cvd_ihd","25",1.50350309084629
25,957700,14.5,"cvd_ihd","25",1.50350309084629
25,957800,14.51,"cvd_ihd","25",1.50350309084629
25,957901,14.6,"cvd_ihd","25",1.50350309084629
25,957902,14.64,"cvd_ihd","25",1.50350309084629
25,958000,14.38,"cvd_ihd","25",1.47441558759826
27,958900,14.9,"cvd_ihd","25",1.50350309084629
