"label_cause","censMeta.variable","pafs","Census_Region"
"resp_copd","P012A005",0.0488868409753126,4
"resp_copd","P012A004",0.0482694798428212,4
"resp_copd","P012A007",0.0517519054516584,4
"resp_copd","P012A006",0.0459749105649531,4
"resp_copd","P012A003",0.0517223897021144,4
"resp_copd","P012A009",0.0511565678021632,4
"resp_copd","P012A008",NA,4
"resp_copd","P012A010",0.0467218115527647,4
"resp_copd","P012A016",0.048722984350689,4
"resp_copd","P012A015",0.0536636277602701,4
"resp_copd","P012A018",0.0458489570150894,4
"resp_copd","P012A017",0.0467309358487544,4
"resp_copd","P012A012",0.0510267828099302,4
"resp_copd","P012A011",0.052104085706403,4
"resp_copd","P012A014",0.0526325272086414,4
"resp_copd","P012A013",0.0521520586560403,4
"resp_copd","P012A019",0.0449042178750173,4
"resp_copd","P012A021",NA,4
"resp_copd","P012A020",0.0496544577330899,4
"resp_copd","P012A027",0.0540384898517961,4
"resp_copd","P012A029",0.0555888883044311,4
"resp_copd","P012A028",0.0542745456725499,4
"resp_copd","P012A023",0.0437789851060166,4
"resp_copd","P012A022",0.0488389509958463,4
"resp_copd","P012A025",0.0458035554351278,4
"resp_copd","P012A024",0.0478653389089722,4
"resp_copd","P012A030",0.0504973645604002,4
"resp_copd","P012A032",0.0469951789440903,4
"resp_copd","P012A031",0.0456322162703394,4
"resp_copd","P012A038",0.0516275256571866,4
"resp_copd","P012A037",0.0495281171504349,4
"resp_copd","P012A039",0.0517009746093148,4
"resp_copd","P012A034",0.0534569280470245,4
"resp_copd","P012A033",0.046622290952353,4
"resp_copd","P012A036",0.0528071600979905,4
"resp_copd","P012A035",NA,4
"resp_copd","P012A041",0.0522079924030598,4
"resp_copd","P012A040",0.0512289666789637,4
"resp_copd","P012A043",0.0464045816690011,4
"resp_copd","P012A042",0.0525776064363052,4
"resp_copd","P012A049",0.0508887686540659,4
"resp_copd","P012A048",NA,4
"resp_copd","P012A045",0.0447249263038106,4
"resp_copd","P012A044",0.0467388233767262,4
"resp_copd","P012A047",0.0507062714977457,4
"resp_copd","P012A046",0.0446449446545851,4
"resp_copd","P012B006",0.055903767101288,4
"resp_copd","P012B005",0.0558953601012566,4
"resp_copd","P012B008",0.0464507309847119,4
"resp_copd","P012B007",0.046302296174009,4
"resp_copd","P012B004",0.0469901738134948,4
"resp_copd","P012B003",0.0510888520610544,4
"resp_copd","P012B009",0.0422053033921043,4
"resp_copd","P012B011",0.0579464087891165,4
"resp_copd","P012B010",0.047475362114511,4
"resp_copd","P012B017",0.0455539221386002,4
"resp_copd","P012B016",0.0485986245809798,4
"resp_copd","P012B019",0.0520751507470895,4
"resp_copd","P012B018",0.0497223810507562,4
"resp_copd","P012B013",NA,4
"resp_copd","P012B012",0.0563138722797913,4
"resp_copd","P012B015",0.046218538737139,4
"resp_copd","P012B014",0.044311415073894,4
"resp_copd","P012B020",0.0524118440108985,4
"resp_copd","P012B022",0.0361393654323676,4
"resp_copd","P012B021",0.0445338568085446,4
"resp_copd","P012B028",0.0515263116290699,4
"resp_copd","P012B027",NA,4
"resp_copd","P012B029",0.0470166858795473,4
"resp_copd","P012B024",0.0473467116950927,4
"resp_copd","P012B023",0.0311898703510265,4
"resp_copd","P012B025",0.0282665914669777,4
"resp_copd","P012B031",0.0467706425151812,4
"resp_copd","P012B030",0.0472874431728116,4
"resp_copd","P012B033",0.0546188987658793,4
"resp_copd","P012B032",0.0536216016573119,4
"resp_copd","P012B039",0.0503605017161107,4
"resp_copd","P012B038",0.0616571123222585,4
"resp_copd","P012B035",0.0499460957149184,4
"resp_copd","P012B034",0.0502247843019642,4
"resp_copd","P012B037",0.0418755588095328,4
"resp_copd","P012B036",0.0445968273237998,4
"resp_copd","P012B042",0.0444953381058789,4
"resp_copd","P012B041",0.0437370192426426,4
"resp_copd","P012B044",0.0386321147799209,4
"resp_copd","P012B043",0.0411434204773165,4
"resp_copd","P012B040",NA,4
"resp_copd","P012B049",0.0260285360787757,4
"resp_copd","P012B046",0.0454191637563418,4
"resp_copd","P012B045",0.0450270382164128,4
"resp_copd","P012B048",0.039826186573157,4
"resp_copd","P012B047",0.043247354769855,4
"resp_copd","P012C008",0.0338310214689921,4
"resp_copd","P012C009",0.0309328326462416,4
"resp_copd","P012C006",0.0291124177880981,4
"resp_copd","P012C007",0.0269198567110674,4
"resp_copd","P012C004",0.0349634611047628,4
"resp_copd","P012C005",0.0267466003501225,4
"resp_copd","P012C003",0.0289520792087901,4
"resp_copd","P012C011",0.0332480812020072,4
"resp_copd","P012C012",NA,4
"resp_copd","P012C010",0.0371399367479122,4
"resp_copd","P012C019",0.0341375674562233,4
"resp_copd","P012C017",0.0350557211186755,4
"resp_copd","P012C018",0.0280932999056491,4
"resp_copd","P012C015",0.0340593017519964,4
"resp_copd","P012C016",0.0300087928184629,4
"resp_copd","P012C013",0.0330515184717608,4
"resp_copd","P012C014",0.0394729974811025,4
"resp_copd","P012C022",0.0199308439309066,4
"resp_copd","P012C023",0.0271920270031654,4
"resp_copd","P012C020",0.0263587872388643,4
"resp_copd","P012C021",0.0245299393523974,4
"resp_copd","P012C028",0.0370115465697264,4
"resp_copd","P012C029",0.0271273013396904,4
"resp_copd","P012C027",0.0320340086744879,4
"resp_copd","P012C024",0.0223915367274999,4
"resp_copd","P012C025",NA,4
"resp_copd","P012C033",0.0345686469485759,4
"resp_copd","P012C034",0.028360947777287,4
"resp_copd","P012C031",0.0374122264403599,4
"resp_copd","P012C032",0.0294935825128128,4
"resp_copd","P012C030",0.0273579222718666,4
"resp_copd","P012C039",NA,4
"resp_copd","P012C037",0.034630945283417,4
"resp_copd","P012C038",0.0324589863645107,4
"resp_copd","P012C035",0.0349432680019312,4
"resp_copd","P012C036",0.0304124289843085,4
"resp_copd","P012C044",0.0347468737389647,4
"resp_copd","P012C045",0.0243744512653425,4
"resp_copd","P012C042",0.0259121630335878,4
"resp_copd","P012C043",0.0269034477542012,4
"resp_copd","P012C040",0.0332796278618378,4
"resp_copd","P012C041",0.0355619942757596,4
"resp_copd","P012C048",0.0248550569210987,4
"resp_copd","P012C049",0.0220665934287718,4
"resp_copd","P012C046",0.0277700088532766,4
"resp_copd","P012C047",0.022192268766236,4
"resp_copd","P012D009",0.0580667163085152,4
"resp_copd","P012D007",NA,4
"resp_copd","P012D008",0.0609061387405437,4
"resp_copd","P012D005",0.0627883334741244,4
"resp_copd","P012D006",0.054127682314563,4
"resp_copd","P012D003",0.0602424890054665,4
"resp_copd","P012D004",0.0550190488383489,4
"resp_copd","P012D012",0.0543530421651252,4
"resp_copd","P012D013",0.0603603975759597,4
"resp_copd","P012D010",0.0550127656989134,4
"resp_copd","P012D011",0.0571131383608462,4
"resp_copd","P012D018",0.055980218477272,4
"resp_copd","P012D019",0.0523434079868002,4
"resp_copd","P012D016",0.0558443556518206,4
"resp_copd","P012D017",0.05646807990427,4
"resp_copd","P012D014",0.0661494044502876,4
"resp_copd","P012D015",0.0574613878685611,4
"resp_copd","P012D023",0.0488402275958135,4
"resp_copd","P012D024",0.0499634241312294,4
"resp_copd","P012D021",0.065069232178914,4
"resp_copd","P012D022",0.0560609999047881,4
"resp_copd","P012D020",NA,4
"resp_copd","P012D029",0.0583861426713739,4
"resp_copd","P012D027",0.0622665828976469,4
"resp_copd","P012D028",0.0669115892649368,4
"resp_copd","P012D025",0.0480344911802066,4
"resp_copd","P012D034",NA,4
"resp_copd","P012D035",0.0656034537148651,4
"resp_copd","P012D032",0.0568074440473086,4
"resp_copd","P012D033",0.0714641704304314,4
"resp_copd","P012D030",0.060885200495088,4
"resp_copd","P012D031",0.0440630134963561,4
"resp_copd","P012D038",0.0616496894288902,4
"resp_copd","P012D039",0.054568297795419,4
"resp_copd","P012D036",0.060923706904955,4
"resp_copd","P012D037",0.055434706593605,4
"resp_copd","P012D045",0.0497289634337307,4
"resp_copd","P012D046",0.0513039544166454,4
"resp_copd","P012D043",0.0547408437764897,4
"resp_copd","P012D044",0.0522763395202095,4
"resp_copd","P012D041",0.0625206063015684,4
"resp_copd","P012D042",0.0538465019382151,4
"resp_copd","P012D040",0.058384697956162,4
"resp_copd","P012D049",0.0461047940337733,4
"resp_copd","P012D047",NA,4
"resp_copd","P012D048",0.0630364544217225,4
"resp_copd","PCT012J190",NA,4
"resp_copd","PCT012J191",0.0393416304612453,4
"resp_copd","PCT012J194",0.0466170691170166,4
"resp_copd","PCT012J195",0.0398349570927195,4
"resp_copd","PCT012J192",0.0414769637358937,4
"resp_copd","PCT012J193",0.0515042080801401,4
"resp_copd","PCT012J198",0.0296935210790247,4
"resp_copd","PCT012J199",0.0408585165049516,4
"resp_copd","PCT012J196",0.0237952307036247,4
"resp_copd","PCT012J197",0.0413227037829701,4
"resp_copd","PCT012J180",0.0530237243293828,4
"resp_copd","PCT012J189",0.0418863274903677,4
"resp_copd","PCT012J183",0.0271216761173078,4
"resp_copd","PCT012J184",0.0360757126048579,4
"resp_copd","PCT012J181",0.0446144738513347,4
"resp_copd","PCT012J182",0.0396996671157236,4
"resp_copd","PCT012J187",0.0265589538916878,4
"resp_copd","PCT012J188",0.0251653369439367,4
"resp_copd","PCT012J185",0.0330507992338794,4
"resp_copd","PCT012J186",0.0462113071812884,4
"resp_copd","PCT012J178",0.0476558379934988,4
"resp_copd","PCT012J179",0.0371513118710299,4
"resp_copd","PCT012J172",0.0397518394524303,4
"resp_copd","PCT012J173",0.0491253180387532,4
"resp_copd","PCT012J170",0.0417590730837101,4
"resp_copd","PCT012J171",0.0371425211372094,4
"resp_copd","PCT012J176",0.0434165713310524,4
"resp_copd","PCT012J177",NA,4
"resp_copd","PCT012J174",0.0396358908063266,4
"resp_copd","PCT012J175",0.0342515080533591,4
"resp_copd","PCT012J169",0.0441864141944222,4
"resp_copd","PCT012J167",0.0636534053859588,4
"resp_copd","PCT012J168",0.049850043557744,4
"resp_copd","PCT012J161",0.0475181427772351,4
"resp_copd","PCT012J162",0.0360354798662309,4
"resp_copd","PCT012J160",0.0497370833360679,4
"resp_copd","PCT012J165",0.0464041474147546,4
"resp_copd","PCT012J166",0.0444622369402185,4
"resp_copd","PCT012J163",0.0506411662819295,4
"resp_copd","PCT012J164",NA,4
"resp_copd","PCT012J208",0.0297233659662353,4
"resp_copd","PCT012J209",0,4
"resp_copd","PCT012J202",0.0445515037930894,4
"resp_copd","PCT012J203",NA,4
"resp_copd","PCT012J200",0.0242581526548824,4
"resp_copd","PCT012J201",0.0346034951190778,4
"resp_copd","PCT012J206",0.0136558895873682,4
"resp_copd","PCT012J207",0.0280647827572398,4
"resp_copd","PCT012J204",0.0394641325065854,4
"resp_copd","PCT012J205",0.0382820343542136,4
"resp_copd","PCT012J070",0.0344792963071743,4
"resp_copd","PCT012J079",0.0309639653387669,4
"resp_copd","PCT012J073",0.0443628674252944,4
"resp_copd","PCT012J074",0.0449126060641465,4
"resp_copd","PCT012J071",0.0436078900896552,4
"resp_copd","PCT012J072",NA,4
"resp_copd","PCT012J077",0.0385733811121825,4
"resp_copd","PCT012J078",0.0345633152302498,4
"resp_copd","PCT012J075",0.0400443568029323,4
"resp_copd","PCT012J076",0.0460936789369514,4
"resp_copd","PCT012J068",0.0504450789609995,4
"resp_copd","PCT012J069",0.0443513578482387,4
"resp_copd","PCT012J062",0.0565849067510361,4
"resp_copd","PCT012J063",0.0505600788284556,4
"resp_copd","PCT012J060",0.048124263072018,4
"resp_copd","PCT012J061",0.0543719672213068,4
"resp_copd","PCT012J066",0.042323968965522,4
"resp_copd","PCT012J067",0.0464206574800446,4
"resp_copd","PCT012J064",0.0487508369737457,4
"resp_copd","PCT012J065",0.0418999519302382,4
"resp_copd","PCT012J059",NA,4
"resp_copd","PCT012J057",0.0402693826130938,4
"resp_copd","PCT012J058",0.0485525734829255,4
"resp_copd","PCT012J051",0.0452452623677049,4
"resp_copd","PCT012J052",0.0441594311671652,4
"resp_copd","PCT012J050",0.0500978772047222,4
"resp_copd","PCT012J055",0.0490482682895887,4
"resp_copd","PCT012J056",0.0446480930765779,4
"resp_copd","PCT012J053",0.0482952941877813,4
"resp_copd","PCT012J054",0.0470009022534927,4
"resp_copd","PCT012J048",0.0487557566134426,4
"resp_copd","PCT012J049",0.0592353724765146,4
"resp_copd","PCT012J046",NA,4
"resp_copd","PCT012J047",0.0453500553645736,4
"resp_copd","PCT012J040",0.052540371389065,4
"resp_copd","PCT012J041",0.0543050644280383,4
"resp_copd","PCT012J044",0.0464888655606907,4
"resp_copd","PCT012J045",0.0500750771383647,4
"resp_copd","PCT012J042",0.0509558255515116,4
"resp_copd","PCT012J043",0.0458972037634942,4
"resp_copd","PCT012J091",0.0251286718140954,4
"resp_copd","PCT012J092",0.0297291862244107,4
"resp_copd","PCT012J090",0.0359383158136722,4
"resp_copd","PCT012J095",0.0263350181899376,4
"resp_copd","PCT012J096",0.0135138464074126,4
"resp_copd","PCT012J093",0.0294557424737115,4
"resp_copd","PCT012J094",0.0443212983620852,4
"resp_copd","PCT012J099",0.0100161290857774,4
"resp_copd","PCT012J097",0.0393653802153945,4
"resp_copd","PCT012J098",NA,4
"resp_copd","PCT012J080",0.0333096596755508,4
"resp_copd","PCT012J081",0.0375834762395018,4
"resp_copd","PCT012J084",0.0395695756913082,4
"resp_copd","PCT012J085",NA,4
"resp_copd","PCT012J082",0.0264264483185625,4
"resp_copd","PCT012J083",0.0233047469037824,4
"resp_copd","PCT012J088",0.0359228358823222,4
"resp_copd","PCT012J089",0.0325943576953708,4
"resp_copd","PCT012J086",0.0528099108553553,4
"resp_copd","PCT012J087",0.0286912801954178,4
"resp_copd","PCT012J109",0.0476284505218177,4
"resp_copd","PCT012J114",0.0486179816153203,4
"resp_copd","PCT012J115",0.0633462468065623,4
"resp_copd","PCT012J112",NA,4
"resp_copd","PCT012J113",0.053277580221722,4
"resp_copd","PCT012J118",0.0438097093205323,4
"resp_copd","PCT012J119",0.0486922306004714,4
"resp_copd","PCT012J116",0.0550654089565229,4
"resp_copd","PCT012J117",0.0524014601473489,4
"resp_copd","PCT012J110",0.0436320632420349,4
"resp_copd","PCT012J111",0.0557871162126141,4
"resp_copd","PCT012J103",0.0208088252165194,4
"resp_copd","PCT012J104",0,4
"resp_copd","PCT012J101",0,4
"resp_copd","PCT012J102",0.0372347820233734,4
"resp_copd","PCT012J107",0.0580132463956307,4
"resp_copd","PCT012J108",0.0513114109647234,4
"resp_copd","PCT012J105",0,4
"resp_copd","PCT012J100",0,4
"resp_copd","PCT012J158",0.0449286576987151,4
"resp_copd","PCT012J159",0.048387815481284,4
"resp_copd","PCT012J156",0.0452103208492018,4
"resp_copd","PCT012J157",0.0429704151092354,4
"resp_copd","PCT012J150",0.0533041684330182,4
"resp_copd","PCT012J151",NA,4
"resp_copd","PCT012J154",0.062056363439453,4
"resp_copd","PCT012J155",0.0521559863396461,4
"resp_copd","PCT012J152",0.048522632622928,4
"resp_copd","PCT012J153",0.0488921958836765,4
"resp_copd","PCT012J147",0.0498729432921383,4
"resp_copd","PCT012J148",0.0462721294360371,4
"resp_copd","PCT012J145",0.0489045893336428,4
"resp_copd","PCT012J146",0.0547898687719835,4
"resp_copd","PCT012J149",0.0434452343031969,4
"resp_copd","PCT012J140",0.0499129694151107,4
"resp_copd","PCT012J143",0.0479626435481896,4
"resp_copd","PCT012J144",0.04305914938911,4
"resp_copd","PCT012J141",0.0615931660073131,4
"resp_copd","PCT012J142",0.0526649131120988,4
"resp_copd","PCT012J136",0.0419769984306997,4
"resp_copd","PCT012J137",0.0512287529066126,4
"resp_copd","PCT012J134",0.0483431939065994,4
"resp_copd","PCT012J135",0.0465016888447352,4
"resp_copd","PCT012J138",NA,4
"resp_copd","PCT012J139",0.051401131348918,4
"resp_copd","PCT012J132",0.0492824819044972,4
"resp_copd","PCT012J133",0.0553113157855704,4
"resp_copd","PCT012J130",0.0464042017465844,4
"resp_copd","PCT012J131",0.0424747967539615,4
"resp_copd","PCT012J125",NA,4
"resp_copd","PCT012J126",0.0513967063133869,4
"resp_copd","PCT012J123",0.0429627543491441,4
"resp_copd","PCT012J124",0.0539742275965352,4
"resp_copd","PCT012J129",0.0496162288043477,4
