"label_cause","censMeta.variable","pafs","Census_Region"
"resp_copd","P012A005",0.0265146596428948,2
"resp_copd","P012A004",0.0265146906922606,2
"resp_copd","P012A007",0.0243382497070302,2
"resp_copd","P012A006",0.0282976812741496,2
"resp_copd","P012A003",0.0283173862984664,2
"resp_copd","P012A009",0.0207813522917992,2
"resp_copd","P012A008",NA,2
"resp_copd","P012A010",0.0274529800038981,2
"resp_copd","P012A016",0.02818398166437,2
"resp_copd","P012A015",0.026257615107274,2
"resp_copd","P012A018",0.0241702442508649,2
"resp_copd","P012A017",0.0252261400736963,2
"resp_copd","P012A012",0.0253154228038614,2
"resp_copd","P012A011",0.0281792138713116,2
"resp_copd","P012A014",0.0271386440232951,2
"resp_copd","P012A013",0.0257122221828864,2
"resp_copd","P012A019",0.0267266222090001,2
"resp_copd","P012A021",NA,2
"resp_copd","P012A020",0.0256267356864124,2
"resp_copd","P012A027",0.0262072970869135,2
"resp_copd","P012A029",0.0260458278855657,2
"resp_copd","P012A028",0.0265846145435623,2
"resp_copd","P012A023",0.0218595700805936,2
"resp_copd","P012A022",0.0213316982187412,2
"resp_copd","P012A025",0.0189667921957523,2
"resp_copd","P012A024",0.0226955717501228,2
"resp_copd","P012A030",0.0269133806098658,2
"resp_copd","P012A032",0.0292826211306157,2
"resp_copd","P012A031",0.0245186591027718,2
"resp_copd","P012A038",0.030531415980322,2
"resp_copd","P012A037",0.0286069806003274,2
"resp_copd","P012A039",0.0259585446963639,2
"resp_copd","P012A034",0.0267701896457192,2
"resp_copd","P012A033",0.027343530300874,2
"resp_copd","P012A036",0.0252381254321435,2
"resp_copd","P012A035",NA,2
"resp_copd","P012A041",0.0270516359374666,2
"resp_copd","P012A040",0.0267970114968657,2
"resp_copd","P012A043",0.0258383338043896,2
"resp_copd","P012A042",0.0256971494196271,2
"resp_copd","P012A049",0.0204235642211905,2
"resp_copd","P012A048",NA,2
"resp_copd","P012A045",0.0231099979064696,2
"resp_copd","P012A044",0.0231175910389256,2
"resp_copd","P012A047",0.0230303675499207,2
"resp_copd","P012A046",0.0254710974413237,2
"resp_copd","P012B006",0.0213574300498362,2
"resp_copd","P012B005",0.0123511483167043,2
"resp_copd","P012B008",0.0221057255778479,2
"resp_copd","P012B007",0.0160790740211213,2
"resp_copd","P012B004",0.0185697754426284,2
"resp_copd","P012B003",0.018992942983833,2
"resp_copd","P012B009",0.0154745764141911,2
"resp_copd","P012B011",0.0209547266606501,2
"resp_copd","P012B010",0.017160219081159,2
"resp_copd","P012B017",0.0193697993865151,2
"resp_copd","P012B016",0.0179347370169366,2
"resp_copd","P012B019",0.0160667628015579,2
"resp_copd","P012B018",0.0125450098524529,2
"resp_copd","P012B013",0.0198622807915295,2
"resp_copd","P012B012",NA,2
"resp_copd","P012B015",0.0224211701016019,2
"resp_copd","P012B014",0.0174007633022957,2
"resp_copd","P012B020",0.0140254965045198,2
"resp_copd","P012B022",0.0120000600987612,2
"resp_copd","P012B021",0.0160839202569436,2
"resp_copd","P012B028",0.0162944956671917,2
"resp_copd","P012B027",0.0186045152965269,2
"resp_copd","P012B029",0.0220919676754089,2
"resp_copd","P012B024",0.0128057370553345,2
"resp_copd","P012B023",0.00887845103869398,2
"resp_copd","P012B025",NA,2
"resp_copd","P012B031",0.0177362021701635,2
"resp_copd","P012B030",0.017023518798163,2
"resp_copd","P012B033",0.0204960645162008,2
"resp_copd","P012B032",0.014576852434469,2
"resp_copd","P012B039",NA,2
"resp_copd","P012B038",0.0247565039996746,2
"resp_copd","P012B035",0.0192259742432086,2
"resp_copd","P012B034",0.0180216081157898,2
"resp_copd","P012B037",0.0174583319582856,2
"resp_copd","P012B036",0.0190621288025512,2
"resp_copd","P012B042",0.0183882402027044,2
"resp_copd","P012B041",0.0159322749559884,2
"resp_copd","P012B044",0.013053667693232,2
"resp_copd","P012B043",0.0153884494641983,2
"resp_copd","P012B040",0.0184425280427023,2
"resp_copd","P012B049",0.0154961183617945,2
"resp_copd","P012B046",0.0116910771597347,2
"resp_copd","P012B045",0.0087457740376501,2
"resp_copd","P012B048",0.0149047237220811,2
"resp_copd","P012B047",0.0103920334105458,2
"resp_copd","P012C008",0.0108602548307295,2
"resp_copd","P012C009",0.0246324001989399,2
"resp_copd","P012C006",0.0114434970088743,2
"resp_copd","P012C007",0.00916550424844571,2
"resp_copd","P012C004",0.00789436907889444,2
"resp_copd","P012C005",0.012533998061,2
"resp_copd","P012C003",0.0112509205151634,2
"resp_copd","P012C011",0.013925248057697,2
"resp_copd","P012C012",0.0142013513544811,2
"resp_copd","P012C010",NA,2
"resp_copd","P012C019",0.0110930347586189,2
"resp_copd","P012C017",0.0106322848717337,2
"resp_copd","P012C018",0.0113625396982379,2
"resp_copd","P012C015",0.0170602980669208,2
"resp_copd","P012C016",0.0180487646444432,2
"resp_copd","P012C013",0.0127637363922876,2
"resp_copd","P012C014",0.0131537061212526,2
"resp_copd","P012C022",0.0113665044340966,2
"resp_copd","P012C023",NA,2
"resp_copd","P012C020",0.011976249943516,2
"resp_copd","P012C021",0.00690367863651312,2
"resp_copd","P012C028",0.0123081371725001,2
"resp_copd","P012C029",0.0165488859688025,2
"resp_copd","P012C027",0.0116100699798255,2
"resp_copd","P012C024",0.00773369448335647,2
"resp_copd","P012C025",0.022240091351232,2
"resp_copd","P012C033",0.0135630590890188,2
"resp_copd","P012C034",0.0146896771853842,2
"resp_copd","P012C031",0.0164957864395262,2
"resp_copd","P012C032",0.0169288143204628,2
"resp_copd","P012C030",0.0101038660619888,2
"resp_copd","P012C039",0.0147222189896904,2
"resp_copd","P012C037",NA,2
"resp_copd","P012C038",0.0140507646416253,2
"resp_copd","P012C035",0.0144484881945067,2
"resp_copd","P012C036",0.0146316294177279,2
"resp_copd","P012C044",0.00891143319990788,2
"resp_copd","P012C045",0.0109123055092347,2
"resp_copd","P012C042",0.0166815138295843,2
"resp_copd","P012C043",0.0135158870805882,2
"resp_copd","P012C040",0.0149890611033999,2
"resp_copd","P012C041",0.0113238387235946,2
"resp_copd","P012C048",0.0106232663427617,2
"resp_copd","P012C049",0.00918293376207546,2
"resp_copd","P012C046",0.0114891150162131,2
"resp_copd","P012C047",0.0118271234919523,2
"resp_copd","P012D009",0.0317111444228941,2
"resp_copd","P012D007",0.0267598890391929,2
"resp_copd","P012D008",0.0341516122394966,2
"resp_copd","P012D005",0.0340076071055086,2
"resp_copd","P012D006",0.0351973178861303,2
"resp_copd","P012D003",NA,2
"resp_copd","P012D004",0.0410375393080011,2
"resp_copd","P012D012",0.0336668743691737,2
"resp_copd","P012D013",0.0361889495030576,2
"resp_copd","P012D010",0.0289654549392335,2
"resp_copd","P012D011",0.0325336608808427,2
"resp_copd","P012D018",0.036940309235682,2
"resp_copd","P012D019",0.0378285661867203,2
"resp_copd","P012D016",NA,2
"resp_copd","P012D017",0.0360055181269902,2
"resp_copd","P012D014",0.0498552117143526,2
"resp_copd","P012D015",0.0455830681384038,2
"resp_copd","P012D023",0.0414363986039145,2
"resp_copd","P012D024",0.0271629948047078,2
"resp_copd","P012D021",0.0433444173533949,2
"resp_copd","P012D022",0.0327975050091563,2
"resp_copd","P012D020",0.0353763000591472,2
"resp_copd","P012D029",0.0407803259825159,2
"resp_copd","P012D027",0.0338077120455227,2
"resp_copd","P012D028",0.0470320784343041,2
"resp_copd","P012D025",0.0374736389329919,2
"resp_copd","P012D034",0.0341905251799962,2
"resp_copd","P012D035",0.0367791975714366,2
"resp_copd","P012D032",0.0267070225314228,2
"resp_copd","P012D033",0.0257268108152675,2
"resp_copd","P012D030",NA,2
"resp_copd","P012D031",0.0385820911154705,2
"resp_copd","P012D038",0.0369017992098946,2
"resp_copd","P012D039",0.0413375173172567,2
"resp_copd","P012D036",0.0376888818215017,2
"resp_copd","P012D037",0.0386710957684459,2
"resp_copd","P012D045",0.0350369292909016,2
"resp_copd","P012D046",0.0280244627735917,2
"resp_copd","P012D043",NA,2
"resp_copd","P012D044",0.0358789115204276,2
"resp_copd","P012D041",0.0451031618155976,2
"resp_copd","P012D042",0.0387902066572063,2
"resp_copd","P012D040",0.0329950903570722,2
"resp_copd","P012D049",0.0244046432221711,2
"resp_copd","P012D047",0.0358322847837229,2
"resp_copd","P012D048",0.0335119125645325,2
"resp_copd","PCT012J190",0.0124939319276432,2
"resp_copd","PCT012J191",0.0116491356157837,2
"resp_copd","PCT012J194",NA,2
"resp_copd","PCT012J195",0.0098834314965535,2
"resp_copd","PCT012J192",0.0123057056682016,2
"resp_copd","PCT012J193",0.00994734070336421,2
"resp_copd","PCT012J198",0.0124865079581714,2
"resp_copd","PCT012J199",0.0153218868620611,2
"resp_copd","PCT012J196",0.015264073304677,2
"resp_copd","PCT012J197",0.00740807249459962,2
"resp_copd","PCT012J180",0.0113667887553856,2
"resp_copd","PCT012J189",0.010163578723093,2
"resp_copd","PCT012J183",0.0139702809762038,2
"resp_copd","PCT012J184",0.00738362116284089,2
"resp_copd","PCT012J181",NA,2
"resp_copd","PCT012J182",0.0116160988343866,2
"resp_copd","PCT012J187",0.0118438126495688,2
"resp_copd","PCT012J188",0.0144004633646454,2
"resp_copd","PCT012J185",0.0100537209617325,2
"resp_copd","PCT012J186",0.0118732115305379,2
"resp_copd","PCT012J178",0.0126054201774073,2
"resp_copd","PCT012J179",0.0139194429318677,2
"resp_copd","PCT012J172",0.0123712218167132,2
"resp_copd","PCT012J173",0.0138430436593892,2
"resp_copd","PCT012J170",0.0154046734512489,2
"resp_copd","PCT012J171",0.00903099921536348,2
"resp_copd","PCT012J176",0.0154507009833224,2
"resp_copd","PCT012J177",0.0118997816691297,2
"resp_copd","PCT012J174",0.0158938003184712,2
"resp_copd","PCT012J175",0.0121561914240711,2
"resp_copd","PCT012J169",0.012651276860784,2
"resp_copd","PCT012J167",0.0126671471239386,2
"resp_copd","PCT012J168",NA,2
"resp_copd","PCT012J161",0.0211523638826262,2
"resp_copd","PCT012J162",0.0173370748739883,2
"resp_copd","PCT012J160",0.0190870336255388,2
"resp_copd","PCT012J165",0.0166109585424894,2
"resp_copd","PCT012J166",0.0162005247388188,2
"resp_copd","PCT012J163",0.0216435791387955,2
"resp_copd","PCT012J164",0.0173065555544591,2
"resp_copd","PCT012J208",0,2
"resp_copd","PCT012J209",0.0321617922906924,2
"resp_copd","PCT012J202",0.018649914654237,2
"resp_copd","PCT012J203",0.00661219156130823,2
"resp_copd","PCT012J200",0.00896402372288862,2
"resp_copd","PCT012J201",0.0125883793406143,2
"resp_copd","PCT012J206",0,2
"resp_copd","PCT012J207",NA,2
"resp_copd","PCT012J204",0.00653399006160946,2
"resp_copd","PCT012J205",0.0131389398848788,2
"resp_copd","PCT012J070",0.0139721760944067,2
"resp_copd","PCT012J079",0.00687460886229334,2
"resp_copd","PCT012J073",0.0118592454076269,2
"resp_copd","PCT012J074",0.0139613800628179,2
"resp_copd","PCT012J071",0.0153567263456771,2
"resp_copd","PCT012J072",0.0156762437612628,2
"resp_copd","PCT012J077",0.0133438114781628,2
"resp_copd","PCT012J078",0.0125281253814179,2
"resp_copd","PCT012J075",0.011266695635187,2
"resp_copd","PCT012J076",NA,2
"resp_copd","PCT012J068",0.017033632412622,2
"resp_copd","PCT012J069",0.0177939253679922,2
"resp_copd","PCT012J062",0.0159854202547217,2
"resp_copd","PCT012J063",NA,2
"resp_copd","PCT012J060",0.016476138681444,2
"resp_copd","PCT012J061",0.0183061636376578,2
"resp_copd","PCT012J066",0.00993055666529188,2
"resp_copd","PCT012J067",0.0145279247118162,2
"resp_copd","PCT012J064",0.0149495942687291,2
"resp_copd","PCT012J065",0.0181346114750152,2
"resp_copd","PCT012J059",0.0208728224713732,2
"resp_copd","PCT012J057",0.0176395743113903,2
"resp_copd","PCT012J058",0.0228579170376249,2
"resp_copd","PCT012J051",0.0159412588765402,2
"resp_copd","PCT012J052",0.019314700256775,2
"resp_copd","PCT012J050",NA,2
"resp_copd","PCT012J055",0.0187216013441222,2
"resp_copd","PCT012J056",0.0213492371773585,2
"resp_copd","PCT012J053",0.0130109266578454,2
"resp_copd","PCT012J054",0.018147552583854,2
"resp_copd","PCT012J048",0.0168108352231971,2
"resp_copd","PCT012J049",0.0182522212448454,2
"resp_copd","PCT012J046",0.0195557238084601,2
"resp_copd","PCT012J047",0.0195841990902821,2
"resp_copd","PCT012J040",0.0152585177661425,2
"resp_copd","PCT012J041",0.0186899640222061,2
"resp_copd","PCT012J044",0.0194840413827759,2
"resp_copd","PCT012J045",0.0231822369720925,2
"resp_copd","PCT012J042",0.0177843884404457,2
"resp_copd","PCT012J043",0.0214051697714934,2
"resp_copd","PCT012J091",0.0155272777746808,2
"resp_copd","PCT012J092",0.00777561480782528,2
"resp_copd","PCT012J090",0.00846126284971187,2
"resp_copd","PCT012J095",0.00798384025035779,2
"resp_copd","PCT012J096",0.0158512240962162,2
"resp_copd","PCT012J093",0.013478089755006,2
"resp_copd","PCT012J094",0.0180849760359946,2
"resp_copd","PCT012J099",0.00559490866613116,2
"resp_copd","PCT012J097",0.0161556523151972,2
"resp_copd","PCT012J098",0.013706431346505,2
"resp_copd","PCT012J080",0.0103695364070203,2
"resp_copd","PCT012J081",0.0110883974413099,2
"resp_copd","PCT012J084",0.0162992405537853,2
"resp_copd","PCT012J085",0.0100143144888294,2
"resp_copd","PCT012J082",0.0177762987814302,2
"resp_copd","PCT012J083",0.0121170359915288,2
"resp_copd","PCT012J088",0.00777272129924748,2
"resp_copd","PCT012J089",NA,2
"resp_copd","PCT012J086",0.00974812703271692,2
"resp_copd","PCT012J087",0.018126033735976,2
"resp_copd","PCT012J109",0.0222178458885573,2
"resp_copd","PCT012J114",0.0181449930794996,2
"resp_copd","PCT012J115",0.0166303731527541,2
"resp_copd","PCT012J112",0.0197827491351478,2
"resp_copd","PCT012J113",0.0195396481721837,2
"resp_copd","PCT012J118",0.0169273451444558,2
"resp_copd","PCT012J119",0.0122480725006341,2
"resp_copd","PCT012J116",NA,2
"resp_copd","PCT012J117",0.0163319915879733,2
"resp_copd","PCT012J110",0.0182890734936736,2
"resp_copd","PCT012J111",0.0230978894069998,2
"resp_copd","PCT012J103",0.0211706890439471,2
"resp_copd","PCT012J104",0,2
"resp_copd","PCT012J101",0,2
"resp_copd","PCT012J102",NA,2
"resp_copd","PCT012J107",0.0169139847719863,2
"resp_copd","PCT012J108",0.0173809315396995,2
"resp_copd","PCT012J105",0,2
"resp_copd","PCT012J100",0.0107506322607509,2
"resp_copd","PCT012J158",0.0129013965559029,2
"resp_copd","PCT012J159",0.0164652384519659,2
"resp_copd","PCT012J156",0.0178458931711772,2
"resp_copd","PCT012J157",0.0180363968308501,2
"resp_copd","PCT012J150",0.0230556942567465,2
"resp_copd","PCT012J151",0.0196161975152926,2
"resp_copd","PCT012J154",0.016967135639199,2
"resp_copd","PCT012J155",NA,2
"resp_copd","PCT012J152",0.0201244320307307,2
"resp_copd","PCT012J153",0.0184612868529739,2
"resp_copd","PCT012J147",0.0187002914935059,2
"resp_copd","PCT012J148",0.0258280769594484,2
"resp_copd","PCT012J145",0.0148605458704656,2
"resp_copd","PCT012J146",0.018356534203262,2
"resp_copd","PCT012J149",0.0206948469229269,2
"resp_copd","PCT012J140",0.0204315647292387,2
"resp_copd","PCT012J143",0.0178214771086082,2
"resp_copd","PCT012J144",0.0185047504492327,2
"resp_copd","PCT012J141",0.0166023443140467,2
"resp_copd","PCT012J142",NA,2
"resp_copd","PCT012J136",0.0196782642114203,2
"resp_copd","PCT012J137",0.0230001284741137,2
"resp_copd","PCT012J134",0.0178788169476905,2
"resp_copd","PCT012J135",0.0227044591821786,2
"resp_copd","PCT012J138",0.0209310801122362,2
"resp_copd","PCT012J139",0.0231769903210462,2
"resp_copd","PCT012J132",0.014939498606304,2
"resp_copd","PCT012J133",0.0184262419961983,2
"resp_copd","PCT012J130",0.016919160825241,2
"resp_copd","PCT012J131",0.0179959676025107,2
"resp_copd","PCT012J125",0.017569650340638,2
"resp_copd","PCT012J126",0.0200110997382518,2
"resp_copd","PCT012J123",0.0178485789031289,2
"resp_copd","PCT012J124",0.0210661067498782,2
"resp_copd","PCT012J129",NA,2
"resp_copd","PCT012J127",0.0180675343338052,2
"resp_copd","PCT012J128",0.016383436242992,2
"resp_copd","PCT012J121",0.0185043157637117,2
"resp_copd","PCT012J122",0.0223489791049171,2
"resp_copd","PCT012J120",0.0172242369506295,2
"resp_copd","PCT012J037",NA,2
"resp_copd","PCT012J038",0.0179338239255759,2
"resp_copd","PCT012J035",0.0184443143787188,2
"resp_copd","PCT012J036",0.0176713493643731,2
"resp_copd","PCT012J039",0.0178310215524106,2
"resp_copd","PCT012J030",0.0209204615781147,2
"resp_copd","PCT012J033",0.0224782408462489,2
"resp_copd","PCT012J034",0.022367641832376,2
"resp_copd","PCT012J031",0.0192322545931141,2
"resp_copd","PCT012J032",0.0226639637152195,2
"resp_copd","PCT012J026",0.0159917079104749,2
"resp_copd","PCT012J027",0.0147434209210812,2
"resp_copd","PCT012J024",NA,2
"resp_copd","PCT012J025",0.0152374352359977,2
"resp_copd","PCT012J028",0.0167666171078988,2
"resp_copd","PCT012J029",0.015733477675403,2
"resp_copd","PCT012J022",0.0227938894760796,2
"resp_copd","PCT012J023",0.0154248246639698,2
